"Name","First Name","Last Name","Title / Role","Email","Phone","Website","Address","City","State","Country","Industry","Description","LinkedIn","Twitter / X","Facebook","Instagram","Year Founded","Employees","Revenue","Source URL","Notes","Region","Services","Accreditations","Latitude","Longitude","Last Verified"
"All Charge N.I Ltd","N/A","N/A","N/A","info@allchargeni.com","07380 518132","https://www.allchargeni.com","19 Dunraven Parade, Belfast","Belfast","Northern Ireland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Northern Ireland","Commercial; Residential","OZEV authorised","54.589469379032245","-5.881866911290322","2026-05-18"
"All Connected","N/A","N/A","N/A","allconnected@icloud.com","01442381960 / 07852902472","https://www.all-connected.co.uk","8 Park View, Gadebridge Lane,, Hemel Hempstead","Hemel Hempstead","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.76331901111111","-0.48171177777777774","2026-05-18"
"All Star Electrical Solutions","N/A","N/A","N/A","service@allstarelectric.co.uk","07883 502929","https://www.allstar-electricalsolutions.co.uk","23 Union Street, Edinburgh","Edinburgh","Scotland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Scotland","Commercial; Residential","OZEV authorised","55.95806399210526","-3.187409131578948","2026-05-18"
"All Technical Services Limited (ATS Ltd)","N/A","N/A","N/A","aspbroadcast@hotmail.co.uk","07919 577673","https://www.eazyvolt.co.uk","31, Applecross Close, Rochester","Rochester","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.38136471515151","0.49352651515151524","2026-05-18"
"All-Tech Electrical and Mechanical Ltd","N/A","N/A","N/A","N/A","N/A","N/A","7-27 Norfolk Street, Peterborough","Peterborough","East of England","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East of England","Commercial; Residential","OZEV authorised","52.58270743999998","-0.24656570461538446","2026-05-18"
"Allfab Electrical & Mechanical Services Ltd","N/A","N/A","N/A","mark@allfab.co.uk","N/A","N/A","2 Ropery Street, Hull","Hull","Yorkshire & Humber","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Yorkshire & Humber","Commercial; Residential","OZEV authorised","53.73672917142856","-0.3528734142857143","2026-05-18"
"Allman Electrical Services Ltd","N/A","N/A","N/A","matt@allmanelectrical.co.uk","07366 615818","https://www.allmanelectrical.co.uk/","Kingsway House, 40 Foregate Street,, Worcester","Worcester","West Midlands","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","West Midlands","Commercial; Residential","OZEV authorised","52.19578925434783","-2.222789783695652","2026-05-18"
"Alpha Build Construction","N/A","N/A","N/A","steve@alphabc.uk","02033 688818","https://www.alphabc.uk","Suite 111, Viglen House, 120 Alperton lane, Wembley","Wembley","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.535593299999995","-0.29836124","2026-05-18"
"AM Electrical South Ltd","N/A","N/A","N/A","sid@amelectricalsouth.co.uk","07469 174251","https://www.amelectricalsouth.co.uk","93 Fawcett Road, Southsea, Portsmouth","Portsmouth","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","50.79381319318182","-1.0761763409090912","2026-05-18"
"Amber Group Limited","N/A","N/A","N/A","gemma.jones@ambergrouplimited.co.uk","02045 264555","https://www.ambergrouplimited.co.uk","23 Berkley Square, London","London","London","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","London","Commercial; Residential","OZEV authorised","51.510709","-0.1458372","2026-05-18"
"Amey t/a Amey Highways Limited","N/A","N/A","N/A","N/A","N/A","https://www.amey.co.uk","Chancery Exchange, 10 Furnival Street, London","London","London","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","London","Commercial; Residential","OZEV authorised","51.51730098461538","-0.11056136153846154","2026-05-18"
"AMP Electrical Wales","N/A","N/A","N/A","Info@ampelectrical.wales","01685 220150","https://www.ampelectrical.wales","5 Pen Cerrig Rise, Heolgerrig,, Merthyr Tydfil","Merthyr Tydfil","Wales","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Wales","Commercial; Residential","OZEV authorised","51.746128458333345","-3.4107713666666664","2026-05-18"
"Ampire Electrical Services Ltd","N/A","N/A","N/A","ampireelectricalservices@gmail.com","07838 091574","N/A","13 Rosebank Road, London","London","London","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","London","Commercial; Residential","OZEV authorised","51.57530628695652","-0.01687376086956522","2026-05-18"
"Amroc Heating Services Ltd","N/A","N/A","N/A","admin@amrocheating.co.uk","01792 700820","https://www.amrocheating.co.uk","Unit 3-4 Melrose Close, Swansea Enterprise Park, Swansea","Swansea","Wales","United Kingdom","EV chargepoint installation","Commercial installations only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Wales","Commercial","OZEV authorised","51.659646571428574","-3.913462614285714","2026-05-18"
"AMS Solutions (UK) Ltd t/a AMS Solutions","N/A","N/A","N/A","N/A","01204 216955","https://www.amssolutions.co.uk","International House, 61 Mosley St, Manchester","Manchester","North West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North West","Commercial; Residential","OZEV authorised","53.47949680270269","-2.2411711756756754","2026-05-18"
"Amsat","N/A","N/A","N/A","N/A","N/A","N/A","Aizlewoods Mill, Nursery Street, Sheffield","Sheffield","Yorkshire & Humber","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Yorkshire & Humber","Commercial; Residential","OZEV authorised","53.38729384558824","-1.464947455882353","2026-05-18"
"Andrew Greenwood Electrical","N/A","N/A","N/A","Info@andrewgreenwoodelectrical.co.uk","01422 360356","https://www.adrewgreenwoodelectrical.co.uk","Unit 4 Booth Town Mills,, Halifax","Halifax","Yorkshire & Humber","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Yorkshire & Humber","Commercial; Residential","OZEV authorised","53.738713978571425","-1.868676242857143","2026-05-18"
"Andrew King Electrical Contractor","N/A","N/A","N/A","andrewkingelectrical@gmail.com","01736 796992","N/A","Tremedda Cres, Zennor, St.Ives","St.Ives","South West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South West","Commercial; Residential","OZEV authorised","50.19687082352942","-5.558911464705883","2026-05-18"
"Andrew Reeves","N/A","N/A","N/A","reeveselectrics@gmail.com","07971 355667","N/A","32 Bracken Road, Darlington","Darlington","North East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North East","Commercial; Residential","OZEV authorised","54.533033436363624","-1.571815418181818","2026-05-18"
"Anko Ltd","N/A","N/A","N/A","agodfrey326@gmail.com","07827 812849","https://www.andygodfreyelectrical.co.uk","56 Dick O'th Banks Road, Crossways","Crossways","South West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South West","Commercial; Residential","OZEV authorised","50.696819203773586","-2.3278468000000005","2026-05-18"
"AP Electrical (Essex) Ltd","N/A","N/A","N/A","info@connaconnect.com","07872 192000","N/A","Swift House, 18 Hoffmans Way, Chelmsford","Chelmsford","East of England","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East of England","Commercial; Residential","OZEV authorised","51.74053827241378","0.47863167241379306","2026-05-18"
"Apex Electrical Solutions Ltd","N/A","N/A","N/A","N/A","N/A","https://www.apex-electricalsolutions.co.uk","6 Cuillin Court, Falkirk","Falkirk","Scotland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Scotland","Commercial; Residential","OZEV authorised","55.986076466666646","-3.776335183333333","2026-05-18"
"Apex Tubes and Valves Ltd t/a Apex EV","N/A","N/A","N/A","N/A","N/A","N/A","10 Harvester Way, Peterborough","Peterborough","East of England","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East of England","Commercial; Residential","OZEV authorised","52.57051869705882","-0.22566061470588236","2026-05-18"
"AR Simply Electrical Ltd","N/A","N/A","N/A","info@arsimplyelectrical.com","07947 112067","https://www.arsimplyelectrical.com","92 Wildwood Lane, Stevenage","Stevenage","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.89640901666667","-0.19142956666666666","2026-05-18"
"Ara Electrical Ltd","N/A","N/A","N/A","info@aramaintenance.com","07739 730620","N/A","164 New Cavendish Streets, London","London","London","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","London","Commercial; Residential","OZEV authorised","51.5206491","-0.1392206","2026-05-18"
"Arc Group London Ltd","N/A","N/A","N/A","N/A","02085396967 / 07525538293","https://www.arcgroupuk.com","Nalken House, Unit 4a, Nobel Road, London","London","London","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","London","Commercial; Residential","OZEV authorised","51.615026990816304","-0.04442550510204082","2026-05-18"
"ARC Renewables Ltd","N/A","N/A","N/A","andrew.gardner@arcrenewables.co.uk","02038136171 / 07789725004","N/A","Unit 21, 88 Clapham Park Road, London","London","London","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","London","Commercial; Residential","OZEV authorised","51.45956923269232","-0.1347364211538461","2026-05-18"
"Arch Electrical Services (UK) Ltd","N/A","N/A","N/A","aaronpardon@gmail.com","07986 663793","N/A","5 Heather Gardens, Romford","Romford","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.593263842307685","0.17828486923076925","2026-05-18"
